BIOGUIDE_ID,OFFICE,YEAR,QUARTER,CATEGORY,YTD,AMOUNT
D000600,HON. MARIO DIAZ-BALART,2014,2014Q3,"RENT, COMMUNICATION, UTILITIES","98,080.02","32,671.92"
D000600,HON. MARIO DIAZ-BALART,2014,2014Q3,PRINTING AND REPRODUCTION,"16,272.81",736.60
D000600,HON. MARIO DIAZ-BALART,2014,2014Q3,OTHER SERVICES,"32,660.26","10,599.94"
D000600,HON. MARIO DIAZ-BALART,2014,2014Q3,SUPPLIES AND MATERIALS,"8,468.62","5,021.43"
D000600,HON. MARIO DIAZ-BALART,2014,2014Q3,EQUIPMENT,"2,267.46",755.82
D000355,HON. JOHN D. DINGELL,2014,2014Q3,FRANKED MAIL,897.77,343.73
D000355,HON. JOHN D. DINGELL,2014,2014Q3,PERSONNEL COMPENSATION,"708,289.62","230,116.11"
D000355,HON. JOHN D. DINGELL,2014,2014Q3,TRAVEL,"18,260.52","9,102.61"
D000355,HON. JOHN D. DINGELL,2014,2014Q3,"RENT, COMMUNICATION, UTILITIES","78,952.79","29,230.51"
D000355,HON. JOHN D. DINGELL,2014,2014Q3,PRINTING AND REPRODUCTION,477.79,254.29
D000355,HON. JOHN D. DINGELL,2014,2014Q3,OTHER SERVICES,"15,755.12","5,742.78"
D000355,HON. JOHN D. DINGELL,2014,2014Q3,SUPPLIES AND MATERIALS,"4,414.99","1,201.69"
D000355,HON. JOHN D. DINGELL,2014,2014Q3,EQUIPMENT,"3,161.61","1,386.51"
D000399,HON. LLOYD DOGGETT,2014,2014Q3,FRANKED MAIL,"27,657.92","24,467.76"
D000399,HON. LLOYD DOGGETT,2014,2014Q3,PERSONNEL COMPENSATION,"630,949.29","211,998.74"
D000399,HON. LLOYD DOGGETT,2014,2014Q3,TRAVEL,"15,904.42","5,494.42"
D000399,HON. LLOYD DOGGETT,2014,2014Q3,"RENT, COMMUNICATION, UTILITIES","98,009.27","32,877.88"
D000399,HON. LLOYD DOGGETT,2014,2014Q3,PRINTING AND REPRODUCTION,"24,634.75","13,897.75"
D000399,HON. LLOYD DOGGETT,2014,2014Q3,OTHER SERVICES,"39,376.02","13,445.53"
D000399,HON. LLOYD DOGGETT,2014,2014Q3,SUPPLIES AND MATERIALS,"5,326.12","1,431.42"
D000399,HON. LLOYD DOGGETT,2014,2014Q3,EQUIPMENT,"4,127.43","1,190.70"
D000482,HON. MICHAEL F. DOYLE,2014,2014Q3,FRANKED MAIL,"2,150.79",495.11
D000482,HON. MICHAEL F. DOYLE,2014,2014Q3,PERSONNEL COMPENSATION,"688,246.99","233,579.22"
D000482,HON. MICHAEL F. DOYLE,2014,2014Q3,TRAVEL,"19,744.50","4,251.00"
D000482,HON. MICHAEL F. DOYLE,2014,2014Q3,"RENT, COMMUNICATION, UTILITIES","71,511.55","23,214.81"
D000482,HON. MICHAEL F. DOYLE,2014,2014Q3,PRINTING AND REPRODUCTION,549.50,473.50
D000482,HON. MICHAEL F. DOYLE,2014,2014Q3,OTHER SERVICES,"15,080.00","5,655.00"
D000482,HON. MICHAEL F. DOYLE,2014,2014Q3,SUPPLIES AND MATERIALS,"4,698.53","1,196.75"
D000482,HON. MICHAEL F. DOYLE,2014,2014Q3,EQUIPMENT,"6,127.83","2,042.61"
D000622,HON. TAMMY DUCKWORTH,2014,2014Q3,FRANKED MAIL,"38,745.03","37,413.13"
D000622,HON. TAMMY DUCKWORTH,2014,2014Q3,PERSONNEL COMPENSATION,"563,851.89","197,101.00"
D000622,HON. TAMMY DUCKWORTH,2014,2014Q3,TRAVEL,"25,557.58","9,196.02"
D000622,HON. TAMMY DUCKWORTH,2014,2014Q3,"RENT, COMMUNICATION, UTILITIES","63,713.39","35,100.14"
D000622,HON. TAMMY DUCKWORTH,2014,2014Q3,PRINTING AND REPRODUCTION,"91,509.29","83,475.85"
D000622,HON. TAMMY DUCKWORTH,2014,2014Q3,OTHER SERVICES,"24,330.00","5,655.00"
D000622,HON. TAMMY DUCKWORTH,2014,2014Q3,SUPPLIES AND MATERIALS,"4,289.65","1,433.36"
D000622,HON. TAMMY DUCKWORTH,2014,2014Q3,EQUIPMENT,"3,064.61",926.49
D000614,HON. SEAN P. DUFFY,2014,2014Q3,FRANKED MAIL,"58,973.29","13,029.13"
D000614,HON. SEAN P. DUFFY,2014,2014Q3,PERSONNEL COMPENSATION,"542,429.26","189,408.37"
D000614,HON. SEAN P. DUFFY,2014,2014Q3,TRAVEL,"63,954.10","28,629.46"
D000614,HON. SEAN P. DUFFY,2014,2014Q3,"RENT, COMMUNICATION, UTILITIES","63,118.64","15,802.98"
D000614,HON. SEAN P. DUFFY,2014,2014Q3,PRINTING AND REPRODUCTION,"52,313.43","1,200.95"
D000614,HON. SEAN P. DUFFY,2014,2014Q3,OTHER SERVICES,"27,218.56","6,145.00"
D000614,HON. SEAN P. DUFFY,2014,2014Q3,SUPPLIES AND MATERIALS,"9,483.20","2,289.70"
D000614,HON. SEAN P. DUFFY,2014,2014Q3,EQUIPMENT,"12,892.86","4,297.62"
D000615,HON. JEFF DUNCAN,2014,2014Q3,FRANKED MAIL,"2,994.98","1,267.63"
D000615,HON. JEFF DUNCAN,2014,2014Q3,PERSONNEL COMPENSATION,"631,627.19","212,491.30"
D000615,HON. JEFF DUNCAN,2014,2014Q3,TRAVEL,"75,108.78","27,907.70"
D000615,HON. JEFF DUNCAN,2014,2014Q3,"RENT, COMMUNICATION, UTILITIES","40,109.83","12,988.99"
D000615,HON. JEFF DUNCAN,2014,2014Q3,PRINTING AND REPRODUCTION,609.02,244.22
D000615,HON. JEFF DUNCAN,2014,2014Q3,OTHER SERVICES,"15,550.00","5,735.00"
D000615,HON. JEFF DUNCAN,2014,2014Q3,SUPPLIES AND MATERIALS,"5,794.10","2,617.56"
D000615,HON. JEFF DUNCAN,2014,2014Q3,EQUIPMENT,"1,938.55",375.00
D000533,"HON. JOHN J. DUNCAN, JR.",2014,2014Q3,FRANKED MAIL,"51,177.16","1,262.92"
D000533,"HON. JOHN J. DUNCAN, JR.",2014,2014Q3,PERSONNEL COMPENSATION,"669,360.87","224,109.72"
D000533,"HON. JOHN J. DUNCAN, JR.",2014,2014Q3,TRAVEL,"43,267.52","11,542.35"
D000533,"HON. JOHN J. DUNCAN, JR.",2014,2014Q3,"RENT, COMMUNICATION, UTILITIES","61,477.19","19,497.33"
D000533,"HON. JOHN J. DUNCAN, JR.",2014,2014Q3,PRINTING AND REPRODUCTION,"21,764.98",36.35
D000533,"HON. JOHN J. DUNCAN, JR.",2014,2014Q3,OTHER SERVICES,"32,914.76","11,023.22"
D000533,"HON. JOHN J. DUNCAN, JR.",2014,2014Q3,SUPPLIES AND MATERIALS,"6,964.92","1,021.31"
D000533,"HON. JOHN J. DUNCAN, JR.",2014,2014Q3,EQUIPMENT,"2,011.50",670.50
E000290,HON. DONNA F. EDWARDS,2014,2014Q3,FRANKED MAIL,"1,067.57",364.68
E000290,HON. DONNA F. EDWARDS,2014,2014Q3,PERSONNEL COMPENSATION,"681,641.59","224,966.64"
E000290,HON. DONNA F. EDWARDS,2014,2014Q3,TRAVEL,"8,904.88","2,204.44"
E000290,HON. DONNA F. EDWARDS,2014,2014Q3,"RENT, COMMUNICATION, UTILITIES","105,767.01","34,577.68"
E000290,HON. DONNA F. EDWARDS,2014,2014Q3,PRINTING AND REPRODUCTION,"30,079.90",0.00
E000290,HON. DONNA F. EDWARDS,2014,2014Q3,OTHER SERVICES,"31,975.12","10,710.32"
E000290,HON. DONNA F. EDWARDS,2014,2014Q3,SUPPLIES AND MATERIALS,"23,192.45","5,331.82"
E000290,HON. DONNA F. EDWARDS,2014,2014Q3,EQUIPMENT,"6,003.89","1,537.59"
E000288,HON. KEITH ELLISON,2014,2014Q3,FRANKED MAIL,924.89,470.40
E000288,HON. KEITH ELLISON,2014,2014Q3,PERSONNEL COMPENSATION,"717,472.33","249,757.10"
E000288,HON. KEITH ELLISON,2014,2014Q3,TRAVEL,"33,847.51","6,463.95"
E000288,HON. KEITH ELLISON,2014,2014Q3,"RENT, COMMUNICATION, UTILITIES","50,328.11","17,447.78"
E000288,HON. KEITH ELLISON,2014,2014Q3,PRINTING AND REPRODUCTION,895.20,289.70
E000288,HON. KEITH ELLISON,2014,2014Q3,OTHER SERVICES,"21,707.19","5,768.90"
E000288,HON. KEITH ELLISON,2014,2014Q3,SUPPLIES AND MATERIALS,"9,356.42","4,426.29"
E000288,HON. KEITH ELLISON,2014,2014Q3,EQUIPMENT,"2,337.54",529.80
E000291,HON. RENEE L. ELLMERS,2014,2014Q3,FRANKED MAIL,"62,262.93",262.22
E000291,HON. RENEE L. ELLMERS,2014,2014Q3,PERSONNEL COMPENSATION,"667,252.90","220,614.83"
E000291,HON. RENEE L. ELLMERS,2014,2014Q3,TRAVEL,"51,964.52","13,339.48"
E000291,HON. RENEE L. ELLMERS,2014,2014Q3,"RENT, COMMUNICATION, UTILITIES","45,345.37","17,439.45"
E000291,HON. RENEE L. ELLMERS,2014,2014Q3,PRINTING AND REPRODUCTION,"64,325.73","5,227.85"
E000291,HON. RENEE L. ELLMERS,2014,2014Q3,OTHER SERVICES,"31,105.48","10,115.00"
E000291,HON. RENEE L. ELLMERS,2014,2014Q3,SUPPLIES AND MATERIALS,"8,202.00","4,101.35"
E000291,HON. RENEE L. ELLMERS,2014,2014Q3,EQUIPMENT,"8,153.93","6,668.93"
E000179,HON. ELIOT L. ENGEL,2014,2014Q3,FRANKED MAIL,"1,583.18",788.81
E000179,HON. ELIOT L. ENGEL,2014,2014Q3,PERSONNEL COMPENSATION,"633,735.29","214,863.08"
E000179,HON. ELIOT L. ENGEL,2014,2014Q3,TRAVEL,"9,285.87","4,929.23"
E000179,HON. ELIOT L. ENGEL,2014,2014Q3,"RENT, COMMUNICATION, UTILITIES","84,422.89","30,092.22"
E000179,HON. ELIOT L. ENGEL,2014,2014Q3,PRINTING AND REPRODUCTION,284.22,6.40
E000179,HON. ELIOT L. ENGEL,2014,2014Q3,OTHER SERVICES,"20,560.00","7,710.00"
E000179,HON. ELIOT L. ENGEL,2014,2014Q3,SUPPLIES AND MATERIALS,"2,815.58","1,354.88"
E000179,HON. ELIOT L. ENGEL,2014,2014Q3,EQUIPMENT,"2,539.35",846.45
E000292,HON. WILLIAM L. ENYART,2014,2014Q3,FRANKED MAIL,"42,564.40","38,807.72"
E000292,HON. WILLIAM L. ENYART,2014,2014Q3,PERSONNEL COMPENSATION,"660,336.70","219,550.01"
E000292,HON. WILLIAM L. ENYART,2014,2014Q3,TRAVEL,"30,889.34","8,999.01"
E000292,HON. WILLIAM L. ENYART,2014,2014Q3,"RENT, COMMUNICATION, UTILITIES","52,215.47","19,624.04"
E000292,HON. WILLIAM L. ENYART,2014,2014Q3,PRINTING AND REPRODUCTION,"85,658.06","78,839.41"
E000292,HON. WILLIAM L. ENYART,2014,2014Q3,OTHER SERVICES,"18,718.65","6,819.93"
E000292,HON. WILLIAM L. ENYART,2014,2014Q3,SUPPLIES AND MATERIALS,"9,140.86","2,847.37"
E000292,HON. WILLIAM L. ENYART,2014,2014Q3,EQUIPMENT,"6,023.04","1,626.15"
E000215,HON. ANNA G. ESHOO,2014,2014Q3,FRANKED MAIL,"2,591.48",879.59
E000215,HON. ANNA G. ESHOO,2014,2014Q3,PERSONNEL COMPENSATION,"763,424.30","255,374.97"
E000215,HON. ANNA G. ESHOO,2014,2014Q3,TRAVEL,"17,988.73","5,663.36"
E000215,HON. ANNA G. ESHOO,2014,2014Q3,"RENT, COMMUNICATION, UTILITIES","98,276.51","45,111.37"
E000215,HON. ANNA G. ESHOO,2014,2014Q3,PRINTING AND REPRODUCTION,"2,190.21",989.43
E000215,HON. ANNA G. ESHOO,2014,2014Q3,OTHER SERVICES,"29,344.89","11,699.13"
E000215,HON. ANNA G. ESHOO,2014,2014Q3,SUPPLIES AND MATERIALS,"5,620.41","2,681.29"
E000215,HON. ANNA G. ESHOO,2014,2014Q3,EQUIPMENT,"1,635.12",545.04
E000293,HON. ELIZABETH H. ESTY,2014,2014Q3,FRANKED MAIL,"72,348.45","41,846.93"
E000293,HON. ELIZABETH H. ESTY,2014,2014Q3,PERSONNEL COMPENSATION,"598,382.85","205,441.72"
E000293,HON. ELIZABETH H. ESTY,2014,2014Q3,TRAVEL,"42,885.13","12,440.59"
E000293,HON. ELIZABETH H. ESTY,2014,2014Q3,"RENT, COMMUNICATION, UTILITIES","60,269.31","21,389.42"
E000293,HON. ELIZABETH H. ESTY,2014,2014Q3,PRINTING AND REPRODUCTION,"42,782.25","17,779.52"
E000293,HON. ELIZABETH H. ESTY,2014,2014Q3,OTHER SERVICES,"15,181.48","5,715.00"
E000293,HON. ELIZABETH H. ESTY,2014,2014Q3,SUPPLIES AND MATERIALS,"3,583.70","1,311.66"
E000293,HON. ELIZABETH H. ESTY,2014,2014Q3,EQUIPMENT,"2,614.32",871.44
F000010,HON. ENI F. H. FALEOMAVAEGA,2014,2014Q3,FRANKED MAIL,138.66,20.34
F000010,HON. ENI F. H. FALEOMAVAEGA,2014,2014Q3,PERSONNEL COMPENSATION,"734,923.99","256,233.31"
F000010,HON. ENI F. H. FALEOMAVAEGA,2014,2014Q3,TRAVEL,"21,495.78","7,865.60"
F000010,HON. ENI F. H. FALEOMAVAEGA,2014,2014Q3,"RENT, COMMUNICATION, UTILITIES","64,785.11","25,356.17"
F000010,HON. ENI F. H. FALEOMAVAEGA,2014,2014Q3,PRINTING AND REPRODUCTION,"1,214.44","1,098.18"
F000010,HON. ENI F. H. FALEOMAVAEGA,2014,2014Q3,SUPPLIES AND MATERIALS,"14,652.44","6,408.58"
F000010,HON. ENI F. H. FALEOMAVAEGA,2014,2014Q3,EQUIPMENT,"2,051.94","1,249.98"
F000460,HON. BLAKE FARENTHOLD,2014,2014Q3,FRANKED MAIL,"38,533.62","31,661.33"
F000460,HON. BLAKE FARENTHOLD,2014,2014Q3,PERSONNEL COMPENSATION,"510,716.78","174,940.23"
F000460,HON. BLAKE FARENTHOLD,2014,2014Q3,TRAVEL,"76,711.63","21,709.88"
F000460,HON. BLAKE FARENTHOLD,2014,2014Q3,"RENT, COMMUNICATION, UTILITIES","50,503.60","18,467.79"
F000460,HON. BLAKE FARENTHOLD,2014,2014Q3,PRINTING AND REPRODUCTION,"36,315.95","35,120.44"
F000460,HON. BLAKE FARENTHOLD,2014,2014Q3,OTHER SERVICES,"20,236.63","9,227.10"
F000460,HON. BLAKE FARENTHOLD,2014,2014Q3,SUPPLIES AND MATERIALS,"11,737.22","2,921.38"
F000460,HON. BLAKE FARENTHOLD,2014,2014Q3,EQUIPMENT,"3,024.00","1,008.00"
F000030,HON. SAM FARR,2014,2014Q3,FRANKED MAIL,"5,999.62","2,413.90"
F000030,HON. SAM FARR,2014,2014Q3,PERSONNEL COMPENSATION,"752,300.94","256,452.53"
F000030,HON. SAM FARR,2014,2014Q3,TRAVEL,"27,824.17","8,140.51"
F000030,HON. SAM FARR,2014,2014Q3,"RENT, COMMUNICATION, UTILITIES","63,100.72","30,168.84"
F000030,HON. SAM FARR,2014,2014Q3,PRINTING AND REPRODUCTION,"1,167.77",859.97
F000030,HON. SAM FARR,2014,2014Q3,OTHER SERVICES,"30,100.00","10,395.00"
F000030,HON. SAM FARR,2014,2014Q3,SUPPLIES AND MATERIALS,"8,840.38","2,806.12"
F000030,HON. SAM FARR,2014,2014Q3,EQUIPMENT,"6,245.69","1,987.23"
F000043,HON. CHAKA FATTAH,2014,2014Q3,FRANKED MAIL,275.58,97.07
F000043,HON. CHAKA FATTAH,2014,2014Q3,PERSONNEL COMPENSATION,"650,422.58","241,804.50"
F000043,HON. CHAKA FATTAH,2014,2014Q3,TRAVEL,"20,069.49","4,404.03"
F000043,HON. CHAKA FATTAH,2014,2014Q3,"RENT, COMMUNICATION, UTILITIES","82,739.75","27,642.22"
F000043,HON. CHAKA FATTAH,2014,2014Q3,PRINTING AND REPRODUCTION,975.50,205.70
F000043,HON. CHAKA FATTAH,2014,2014Q3,OTHER SERVICES,"22,285.00","8,090.00"
F000043,HON. CHAKA FATTAH,2014,2014Q3,SUPPLIES AND MATERIALS,"4,579.94","1,733.46"
F000043,HON. CHAKA FATTAH,2014,2014Q3,EQUIPMENT,"1,507.16",96.48
F000458,HON. STEPHEN LEE FINCHER,2014,2014Q3,FRANKED MAIL,"50,020.27","3,055.18"
F000458,HON. STEPHEN LEE FINCHER,2014,2014Q3,PERSONNEL COMPENSATION,"637,951.39","214,108.35"
F000458,HON. STEPHEN LEE FINCHER,2014,2014Q3,TRAVEL,"44,999.92","23,339.61"
F000458,HON. STEPHEN LEE FINCHER,2014,2014Q3,"RENT, COMMUNICATION, UTILITIES","54,295.37","17,505.91"
F000458,HON. STEPHEN LEE FINCHER,2014,2014Q3,PRINTING AND REPRODUCTION,"21,601.29","2,177.95"
F000458,HON. STEPHEN LEE FINCHER,2014,2014Q3,OTHER SERVICES,"16,180.00","6,755.00"
F000458,HON. STEPHEN LEE FINCHER,2014,2014Q3,SUPPLIES AND MATERIALS,"8,344.71",722.18
F000458,HON. STEPHEN LEE FINCHER,2014,2014Q3,EQUIPMENT,"3,586.00",588.00
F000451,HON. MICHAEL G. FITZPATRICK,2014,2014Q3,FRANKED MAIL,"67,896.27","58,177.71"
F000451,HON. MICHAEL G. FITZPATRICK,2014,2014Q3,PERSONNEL COMPENSATION,"562,003.07","205,128.03"
F000451,HON. MICHAEL G. FITZPATRICK,2014,2014Q3,TRAVEL,"19,509.11","7,461.74"
F000451,HON. MICHAEL G. FITZPATRICK,2014,2014Q3,"RENT, COMMUNICATION, UTILITIES","107,888.98","49,858.39"
F000451,HON. MICHAEL G. FITZPATRICK,2014,2014Q3,PRINTING AND REPRODUCTION,"33,334.64","16,654.00"
F000451,HON. MICHAEL G. FITZPATRICK,2014,2014Q3,OTHER SERVICES,"21,510.00","10,200.00"
F000451,HON. MICHAEL G. FITZPATRICK,2014,2014Q3,SUPPLIES AND MATERIALS,"4,991.77","2,141.33"
F000451,HON. MICHAEL G. FITZPATRICK,2014,2014Q3,EQUIPMENT,"3,881.25",897.75
F000459,"HON. CHARLES J. ""CHUCK"" FLEISCHMANN",2014,2014Q3,FRANKED MAIL,"18,218.67","4,832.46"
F000459,"HON. CHARLES J. ""CHUCK"" FLEISCHMANN",2014,2014Q3,PERSONNEL COMPENSATION,"592,501.09","193,694.07"
F000459,"HON. CHARLES J. ""CHUCK"" FLEISCHMANN",2014,2014Q3,TRAVEL,"52,426.92","17,597.42"
F000459,"HON. CHARLES J. ""CHUCK"" FLEISCHMANN",2014,2014Q3,"RENT, COMMUNICATION, UTILITIES","122,441.87","61,509.74"
F000459,"HON. CHARLES J. ""CHUCK"" FLEISCHMANN",2014,2014Q3,PRINTING AND REPRODUCTION,"1,784.63",39.95
F000459,"HON. CHARLES J. ""CHUCK"" FLEISCHMANN",2014,2014Q3,OTHER SERVICES,"25,160.88","9,001.86"
F000459,"HON. CHARLES J. ""CHUCK"" FLEISCHMANN",2014,2014Q3,SUPPLIES AND MATERIALS,"10,152.43","2,347.54"
F000459,"HON. CHARLES J. ""CHUCK"" FLEISCHMANN",2014,2014Q3,EQUIPMENT,"1,063.25",318.00
F000456,HON. JOHN FLEMING,2014,2014Q3,FRANKED MAIL,"30,943.87","29,058.85"
F000456,HON. JOHN FLEMING,2014,2014Q3,PERSONNEL COMPENSATION,"605,676.13","199,031.43"
F000456,HON. JOHN FLEMING,2014,2014Q3,TRAVEL,"24,456.80","7,252.64"
F000456,HON. JOHN FLEMING,2014,2014Q3,"RENT, COMMUNICATION, UTILITIES","70,675.00","23,444.90"
F000456,HON. JOHN FLEMING,2014,2014Q3,PRINTING AND REPRODUCTION,"12,422.71","12,226.26"
F000456,HON. JOHN FLEMING,2014,2014Q3,OTHER SERVICES,"18,292.50","6,682.50"
F000456,HON. JOHN FLEMING,2014,2014Q3,SUPPLIES AND MATERIALS,"4,367.73","2,138.46"
F000456,HON. JOHN FLEMING,2014,2014Q3,EQUIPMENT,"4,272.71",456.63
F000461,HON. BILL FLORES,2014,2014Q3,FRANKED MAIL,"34,359.55","34,012.78"
F000461,HON. BILL FLORES,2014,2014Q3,PERSONNEL COMPENSATION,"633,597.19","204,618.39"
F000461,HON. BILL FLORES,2014,2014Q3,PERSONNEL BENEFITS,"2,499.00","2,499.00"
F000461,HON. BILL FLORES,2014,2014Q3,TRAVEL,"50,730.82","17,806.18"
F000461,HON. BILL FLORES,2014,2014Q3,TRANSPORTATION OF THINGS,24.81,0.00
F000461,HON. BILL FLORES,2014,2014Q3,"RENT, COMMUNICATION, UTILITIES","80,220.27","29,310.85"
F000461,HON. BILL FLORES,2014,2014Q3,PRINTING AND REPRODUCTION,"47,532.37","46,590.62"
F000461,HON. BILL FLORES,2014,2014Q3,OTHER SERVICES,"15,923.90","5,662.90"
F000461,HON. BILL FLORES,2014,2014Q3,SUPPLIES AND MATERIALS,"6,783.11","2,533.94"
F000461,HON. BILL FLORES,2014,2014Q3,EQUIPMENT,"5,090.15","2,256.05"
F000445,HON. J. RANDY FORBES,2014,2014Q3,FRANKED MAIL,"40,360.18","38,293.06"
F000445,HON. J. RANDY FORBES,2014,2014Q3,PERSONNEL COMPENSATION,"696,956.69","235,499.46"
F000445,HON. J. RANDY FORBES,2014,2014Q3,TRAVEL,"15,840.84","4,908.21"
F000445,HON. J. RANDY FORBES,2014,2014Q3,"RENT, COMMUNICATION, UTILITIES","51,755.61","23,222.58"
F000445,HON. J. RANDY FORBES,2014,2014Q3,PRINTING AND REPRODUCTION,"23,127.29","13,587.55"
F000445,HON. J. RANDY FORBES,2014,2014Q3,OTHER SERVICES,"25,070.00","8,390.00"
F000445,HON. J. RANDY FORBES,2014,2014Q3,SUPPLIES AND MATERIALS,"5,280.41","1,791.28"
F000445,HON. J. RANDY FORBES,2014,2014Q3,EQUIPMENT,"1,917.56",510.00
F000449,HON. JEFF FORTENBERRY,2014,2014Q3,FRANKED MAIL,"35,351.62","29,045.74"
F000449,HON. JEFF FORTENBERRY,2014,2014Q3,PERSONNEL COMPENSATION,"665,225.47","227,170.04"
F000449,HON. JEFF FORTENBERRY,2014,2014Q3,TRAVEL,"31,023.10","12,222.74"
F000449,HON. JEFF FORTENBERRY,2014,2014Q3,"RENT, COMMUNICATION, UTILITIES","62,105.21","24,533.55"
F000449,HON. JEFF FORTENBERRY,2014,2014Q3,PRINTING AND REPRODUCTION,"1,803.71",283.90
F000449,HON. JEFF FORTENBERRY,2014,2014Q3,OTHER SERVICES,"25,088.76","6,785.08"
F000449,HON. JEFF FORTENBERRY,2014,2014Q3,SUPPLIES AND MATERIALS,"9,347.72","2,768.80"
F000449,HON. JEFF FORTENBERRY,2014,2014Q3,EQUIPMENT,"5,908.74","1,808.58"
F000454,HON. BILL FOSTER,2014,2014Q3,FRANKED MAIL,"28,189.43","17,925.62"
F000454,HON. BILL FOSTER,2014,2014Q3,PERSONNEL COMPENSATION,"640,561.19","214,225.03"
F000454,HON. BILL FOSTER,2014,2014Q3,TRAVEL,"20,401.74","7,334.29"
F000454,HON. BILL FOSTER,2014,2014Q3,"RENT, COMMUNICATION, UTILITIES","77,315.26","31,230.17"
F000454,HON. BILL FOSTER,2014,2014Q3,PRINTING AND REPRODUCTION,"37,991.22","19,781.24"
F000454,HON. BILL FOSTER,2014,2014Q3,OTHER SERVICES,"16,921.32","6,715.90"
F000454,HON. BILL FOSTER,2014,2014Q3,SUPPLIES AND MATERIALS,"6,427.53","2,114.50"
F000454,HON. BILL FOSTER,2014,2014Q3,EQUIPMENT,"1,972.52",570.00
F000450,HON. VIRGINIA FOXX,2014,2014Q3,FRANKED MAIL,"11,275.12","7,506.55"
F000450,HON. VIRGINIA FOXX,2014,2014Q3,PERSONNEL COMPENSATION,"530,660.51","181,818.04"
F000450,HON. VIRGINIA FOXX,2014,2014Q3,TRAVEL,"60,925.77","25,075.56"
F000450,HON. VIRGINIA FOXX,2014,2014Q3,"RENT, COMMUNICATION, UTILITIES","57,619.86","19,787.57"
F000450,HON. VIRGINIA FOXX,2014,2014Q3,PRINTING AND REPRODUCTION,884.98,544.05
F000450,HON. VIRGINIA FOXX,2014,2014Q3,OTHER SERVICES,"22,261.37","6,037.50"
F000450,HON. VIRGINIA FOXX,2014,2014Q3,SUPPLIES AND MATERIALS,"5,844.93","3,329.29"
F000450,HON. VIRGINIA FOXX,2014,2014Q3,EQUIPMENT,"5,662.20","1,614.60"
F000462,HON. LOIS FRANKEL,2014,2014Q3,FRANKED MAIL,"15,658.58",518.24
F000462,HON. LOIS FRANKEL,2014,2014Q3,PERSONNEL COMPENSATION,"679,104.57","242,363.84"
F000462,HON. LOIS FRANKEL,2014,2014Q3,TRAVEL,"50,992.18","14,803.30"
F000462,HON. LOIS FRANKEL,2014,2014Q3,"RENT, COMMUNICATION, UTILITIES","43,241.81","17,785.77"
F000462,HON. LOIS FRANKEL,2014,2014Q3,PRINTING AND REPRODUCTION,"11,323.51","1,208.96"
F000462,HON. LOIS FRANKEL,2014,2014Q3,OTHER SERVICES,"25,900.79","7,775.79"
F000462,HON. LOIS FRANKEL,2014,2014Q3,SUPPLIES AND MATERIALS,"8,380.01","3,049.54"
F000462,HON. LOIS FRANKEL,2014,2014Q3,EQUIPMENT,"1,657.50","1,174.50"
F000448,HON. TRENT FRANKS,2014,2014Q3,FRANKED MAIL,"1,004.35",57.02
F000448,HON. TRENT FRANKS,2014,2014Q3,PERSONNEL COMPENSATION,"772,560.02","254,233.01"
F000448,HON. TRENT FRANKS,2014,2014Q3,TRAVEL,"43,611.93","9,124.88"
F000448,HON. TRENT FRANKS,2014,2014Q3,"RENT, COMMUNICATION, UTILITIES","60,912.18","20,621.43"
F000448,HON. TRENT FRANKS,2014,2014Q3,PRINTING AND REPRODUCTION,"4,936.44","3,781.60"
F000448,HON. TRENT FRANKS,2014,2014Q3,OTHER SERVICES,"31,073.25","6,791.00"
F000448,HON. TRENT FRANKS,2014,2014Q3,SUPPLIES AND MATERIALS,"8,754.81","2,725.15"
F000448,HON. TRENT FRANKS,2014,2014Q3,EQUIPMENT,"6,900.90","4,900.98"
F000372,HON. RODNEY P. FRELINGHUYSEN,2014,2014Q3,FRANKED MAIL,"63,563.65","14,235.13"
F000372,HON. RODNEY P. FRELINGHUYSEN,2014,2014Q3,PERSONNEL COMPENSATION,"586,754.39","209,040.90"
F000372,HON. RODNEY P. FRELINGHUYSEN,2014,2014Q3,TRAVEL,"23,390.93","7,249.47"
F000372,HON. RODNEY P. FRELINGHUYSEN,2014,2014Q3,"RENT, COMMUNICATION, UTILITIES","64,755.45","24,215.73"
F000372,HON. RODNEY P. FRELINGHUYSEN,2014,2014Q3,PRINTING AND REPRODUCTION,"30,416.30",216.00
F000372,HON. RODNEY P. FRELINGHUYSEN,2014,2014Q3,OTHER SERVICES,"15,080.00","4,135.00"
F000372,HON. RODNEY P. FRELINGHUYSEN,2014,2014Q3,SUPPLIES AND MATERIALS,"5,609.13","3,271.47"
F000372,HON. RODNEY P. FRELINGHUYSEN,2014,2014Q3,EQUIPMENT,"5,265.09","2,458.59"
F000455,HON. MARCIA FUDGE,2014,2014Q3,FRANKED MAIL,801.66,289.80
F000455,HON. MARCIA FUDGE,2014,2014Q3,PERSONNEL COMPENSATION,"632,531.31","213,833.04"
F000455,HON. MARCIA FUDGE,2014,2014Q3,TRAVEL,"31,966.16","18,448.41"
F000455,HON. MARCIA FUDGE,2014,2014Q3,"RENT, COMMUNICATION, UTILITIES","93,651.80","39,072.36"
F000455,HON. MARCIA FUDGE,2014,2014Q3,PRINTING AND REPRODUCTION,"4,005.59","2,368.20"
F000455,HON. MARCIA FUDGE,2014,2014Q3,OTHER SERVICES,"16,064.80","5,986.80"
