BIOGUIDE_ID,OFFICE,YEAR,QUARTER,CATEGORY,YTD,AMOUNT
C001049,HON. WILLIAM LACY CLAY,2012,2012Q2,FRANKED MAIL,43700.79,42767.41
C001049,HON. WILLIAM LACY CLAY,2012,2012Q2,PERSONNEL COMPENSATION,486461.32,248239.01
C001049,HON. WILLIAM LACY CLAY,2012,2012Q2,TRAVEL,12029.07,8379.67
C001049,HON. WILLIAM LACY CLAY,2012,2012Q2,"RENT, COMMUNICATION, UTILITIES",57865.38,34921.31
C001049,HON. WILLIAM LACY CLAY,2012,2012Q2,PRINTING AND REPRODUCTION,1535.5,990.9
C001049,HON. WILLIAM LACY CLAY,2012,2012Q2,OTHER SERVICES,15534.42,8455.55
C001049,HON. WILLIAM LACY CLAY,2012,2012Q2,SUPPLIES AND MATERIALS,6838.54,3939.69
C001049,HON. WILLIAM LACY CLAY,2012,2012Q2,EQUIPMENT,5108,3344
C001061,HON. EMANUEL CLEAVER,2012,2012Q2,FRANKED MAIL,1577.58,1193.79
C001061,HON. EMANUEL CLEAVER,2012,2012Q2,PERSONNEL COMPENSATION,440651.82,226591.68
C001061,HON. EMANUEL CLEAVER,2012,2012Q2,TRAVEL,16012.81,11742.41
C001061,HON. EMANUEL CLEAVER,2012,2012Q2,"RENT, COMMUNICATION, UTILITIES",49305.57,25393.75
C001061,HON. EMANUEL CLEAVER,2012,2012Q2,PRINTING AND REPRODUCTION,1592.55,1551.85
C001061,HON. EMANUEL CLEAVER,2012,2012Q2,OTHER SERVICES,25866.5,13909.53
C001061,HON. EMANUEL CLEAVER,2012,2012Q2,SUPPLIES AND MATERIALS,12612.7,11837.77
C001061,HON. EMANUEL CLEAVER,2012,2012Q2,EQUIPMENT,2375.55,1272.15
C000537,HON. JAMES E. CLYBURN,2012,2012Q2,FRANKED MAIL,1105.75,589.8
C000537,HON. JAMES E. CLYBURN,2012,2012Q2,PERSONNEL COMPENSATION,482888.35,240052.9
C000537,HON. JAMES E. CLYBURN,2012,2012Q2,TRAVEL,36026.4,19630.6
C000537,HON. JAMES E. CLYBURN,2012,2012Q2,"RENT, COMMUNICATION, UTILITIES",60817.49,32600.83
C000537,HON. JAMES E. CLYBURN,2012,2012Q2,PRINTING AND REPRODUCTION,447.7,264.1
C000537,HON. JAMES E. CLYBURN,2012,2012Q2,OTHER SERVICES,22134.58,11534.8
C000537,HON. JAMES E. CLYBURN,2012,2012Q2,SUPPLIES AND MATERIALS,7109.87,4661.48
C000537,HON. JAMES E. CLYBURN,2012,2012Q2,EQUIPMENT,3566.41,1505.62
C000556,HON. HOWARD COBLE,2012,2012Q2,FRANKED MAIL,2727.65,1667.56
C000556,HON. HOWARD COBLE,2012,2012Q2,PERSONNEL COMPENSATION,505142.29,253152.79
C000556,HON. HOWARD COBLE,2012,2012Q2,TRAVEL,29229.95,19822.64
C000556,HON. HOWARD COBLE,2012,2012Q2,"RENT, COMMUNICATION, UTILITIES",53486.77,27536.7
C000556,HON. HOWARD COBLE,2012,2012Q2,PRINTING AND REPRODUCTION,1260.97,1157.63
C000556,HON. HOWARD COBLE,2012,2012Q2,OTHER SERVICES,13377,7213.5
C000556,HON. HOWARD COBLE,2012,2012Q2,SUPPLIES AND MATERIALS,5778.72,2926.57
C000556,HON. HOWARD COBLE,2012,2012Q2,EQUIPMENT,1146.84,494.85
C001077,HON. MIKE COFFMAN,2012,2012Q2,FRANKED MAIL,44987.57,23516.92
C001077,HON. MIKE COFFMAN,2012,2012Q2,PERSONNEL COMPENSATION,453392.61,222416.96
C001077,HON. MIKE COFFMAN,2012,2012Q2,TRAVEL,23293.01,12734.32
C001077,HON. MIKE COFFMAN,2012,2012Q2,"RENT, COMMUNICATION, UTILITIES",35866.47,22852.61
C001077,HON. MIKE COFFMAN,2012,2012Q2,PRINTING AND REPRODUCTION,22658.56,21023.65
C001077,HON. MIKE COFFMAN,2012,2012Q2,OTHER SERVICES,10579.83,6318.51
C001077,HON. MIKE COFFMAN,2012,2012Q2,SUPPLIES AND MATERIALS,8466.58,2295.01
C001068,HON. STEVE COHEN,2012,2012Q2,FRANKED MAIL,12681.9,12103.71
C001068,HON. STEVE COHEN,2012,2012Q2,PERSONNEL COMPENSATION,463361.53,231833.45
C001068,HON. STEVE COHEN,2012,2012Q2,TRAVEL,22865.84,14969.33
C001068,HON. STEVE COHEN,2012,2012Q2,"RENT, COMMUNICATION, UTILITIES",32641.11,21001.64
C001068,HON. STEVE COHEN,2012,2012Q2,PRINTING AND REPRODUCTION,10284.63,10284.63
C001068,HON. STEVE COHEN,2012,2012Q2,OTHER SERVICES,13820.68,7805.14
C001068,HON. STEVE COHEN,2012,2012Q2,SUPPLIES AND MATERIALS,4085.14,2512.35
C001068,HON. STEVE COHEN,2012,2012Q2,EQUIPMENT,1467.12,1311.12
C001053,HON. TOM COLE,2012,2012Q2,FRANKED MAIL,3318.47,1934.13
C001053,HON. TOM COLE,2012,2012Q2,PERSONNEL COMPENSATION,422987.11,209303.95
C001053,HON. TOM COLE,2012,2012Q2,TRAVEL,27631.85,17441.04
C001053,HON. TOM COLE,2012,2012Q2,"RENT, COMMUNICATION, UTILITIES",45117.32,26153.12
C001053,HON. TOM COLE,2012,2012Q2,PRINTING AND REPRODUCTION,4039.5,3138.8
C001053,HON. TOM COLE,2012,2012Q2,OTHER SERVICES,13940,10235
C001053,HON. TOM COLE,2012,2012Q2,SUPPLIES AND MATERIALS,6166.81,2678.37
C001053,HON. TOM COLE,2012,2012Q2,EQUIPMENT,1456.68,367.86
C001062,HON. K. MICHAEL CONAWAY,2012,2012Q2,FRANKED MAIL,37647.23,24698.84
C001062,HON. K. MICHAEL CONAWAY,2012,2012Q2,PERSONNEL COMPENSATION,445710,228480.55
C001062,HON. K. MICHAEL CONAWAY,2012,2012Q2,TRAVEL,41487.41,29871.19
C001062,HON. K. MICHAEL CONAWAY,2012,2012Q2,"RENT, COMMUNICATION, UTILITIES",31886.72,20689.63
C001062,HON. K. MICHAEL CONAWAY,2012,2012Q2,PRINTING AND REPRODUCTION,6096,3905.7
C001062,HON. K. MICHAEL CONAWAY,2012,2012Q2,OTHER SERVICES,12674.42,5779.21
C001062,HON. K. MICHAEL CONAWAY,2012,2012Q2,SUPPLIES AND MATERIALS,5665.49,3491.64
C001062,HON. K. MICHAEL CONAWAY,2012,2012Q2,EQUIPMENT,995,520.43
C001078,"HON. GERALD E. ""GERRY"" CONNOLLY",2012,2012Q2,FRANKED MAIL,1122.18,554.93
C001078,"HON. GERALD E. ""GERRY"" CONNOLLY",2012,2012Q2,PERSONNEL COMPENSATION,429059.21,215469.44
C001078,"HON. GERALD E. ""GERRY"" CONNOLLY",2012,2012Q2,TRAVEL,3348.72,2632.93
C001078,"HON. GERALD E. ""GERRY"" CONNOLLY",2012,2012Q2,"RENT, COMMUNICATION, UTILITIES",43703.4,23114.89
C001078,"HON. GERALD E. ""GERRY"" CONNOLLY",2012,2012Q2,PRINTING AND REPRODUCTION,807,443.1
C001078,"HON. GERALD E. ""GERRY"" CONNOLLY",2012,2012Q2,OTHER SERVICES,19302.6,9601.8
C001078,"HON. GERALD E. ""GERRY"" CONNOLLY",2012,2012Q2,SUPPLIES AND MATERIALS,5186.47,2520.37
C001078,"HON. GERALD E. ""GERRY"" CONNOLLY",2012,2012Q2,EQUIPMENT,1239.06,619.53
C000714,"HON. JOHN CONYERS, JR.",2012,2012Q2,FRANKED MAIL,9810.99,9694.95
C000714,"HON. JOHN CONYERS, JR.",2012,2012Q2,PERSONNEL COMPENSATION,505907.11,251165.45
C000714,"HON. JOHN CONYERS, JR.",2012,2012Q2,TRAVEL,21217.6,10401.94
C000714,"HON. JOHN CONYERS, JR.",2012,2012Q2,"RENT, COMMUNICATION, UTILITIES",61247.69,30931.53
C000714,"HON. JOHN CONYERS, JR.",2012,2012Q2,PRINTING AND REPRODUCTION,1162.7,749.3
C000714,"HON. JOHN CONYERS, JR.",2012,2012Q2,OTHER SERVICES,15491.27,7231.8
C000714,"HON. JOHN CONYERS, JR.",2012,2012Q2,SUPPLIES AND MATERIALS,9422.86,6991.2
C000714,"HON. JOHN CONYERS, JR.",2012,2012Q2,EQUIPMENT,2955.58,1708.46
C000754,HON. JIM COOPER,2012,2012Q2,FRANKED MAIL,3890.04,3471.02
C000754,HON. JIM COOPER,2012,2012Q2,PERSONNEL COMPENSATION,521548.5,263250.26
C000754,HON. JIM COOPER,2012,2012Q2,TRAVEL,21749.13,14046.33
C000754,HON. JIM COOPER,2012,2012Q2,"RENT, COMMUNICATION, UTILITIES",41937.09,21911.09
C000754,HON. JIM COOPER,2012,2012Q2,PRINTING AND REPRODUCTION,3030.82,2705.18
C000754,HON. JIM COOPER,2012,2012Q2,OTHER SERVICES,27754.65,15313.43
C000754,HON. JIM COOPER,2012,2012Q2,SUPPLIES AND MATERIALS,4391.4,1927.28
C000754,HON. JIM COOPER,2012,2012Q2,EQUIPMENT,2024.16,705
C001059,HON. JIM COSTA,2012,2012Q2,FRANKED MAIL,2107.14,309.51
C001059,HON. JIM COSTA,2012,2012Q2,PERSONNEL COMPENSATION,509200.91,262528.07
C001059,HON. JIM COSTA,2012,2012Q2,TRAVEL,23184.36,22452.67
C001059,HON. JIM COSTA,2012,2012Q2,"RENT, COMMUNICATION, UTILITIES",57185.15,34332.87
C001059,HON. JIM COSTA,2012,2012Q2,PRINTING AND REPRODUCTION,529.2,337.7
C001059,HON. JIM COSTA,2012,2012Q2,OTHER SERVICES,10272.5,6163.5
C001059,HON. JIM COSTA,2012,2012Q2,SUPPLIES AND MATERIALS,6353.2,4202.97
C001059,HON. JIM COSTA,2012,2012Q2,EQUIPMENT,777.68,444
C000794,HON. JERRY F. COSTELLO,2012,2012Q2,FRANKED MAIL,4784.2,2769.49
C000794,HON. JERRY F. COSTELLO,2012,2012Q2,PERSONNEL COMPENSATION,445094.54,228467.03
C000794,HON. JERRY F. COSTELLO,2012,2012Q2,TRAVEL,15704.33,8769.13
C000794,HON. JERRY F. COSTELLO,2012,2012Q2,"RENT, COMMUNICATION, UTILITIES",38858.23,21226.67
C000794,HON. JERRY F. COSTELLO,2012,2012Q2,PRINTING AND REPRODUCTION,444.2,344
C000794,HON. JERRY F. COSTELLO,2012,2012Q2,OTHER SERVICES,16398.06,10961.44
C000794,HON. JERRY F. COSTELLO,2012,2012Q2,SUPPLIES AND MATERIALS,1546.1,907
C000794,HON. JERRY F. COSTELLO,2012,2012Q2,EQUIPMENT,3018.99,1476.99
C001069,HON. JOE COURTNEY,2012,2012Q2,FRANKED MAIL,3053.96,1607.74
C001069,HON. JOE COURTNEY,2012,2012Q2,PERSONNEL COMPENSATION,505216.18,252895.63
C001069,HON. JOE COURTNEY,2012,2012Q2,TRAVEL,16677.02,9864.36
C001069,HON. JOE COURTNEY,2012,2012Q2,"RENT, COMMUNICATION, UTILITIES",54030.4,23333.62
C001069,HON. JOE COURTNEY,2012,2012Q2,PRINTING AND REPRODUCTION,922,167.55
C001069,HON. JOE COURTNEY,2012,2012Q2,OTHER SERVICES,17098.13,9731.69
C001069,HON. JOE COURTNEY,2012,2012Q2,SUPPLIES AND MATERIALS,9763.84,3329.68
C001069,HON. JOE COURTNEY,2012,2012Q2,EQUIPMENT,3164.94,2083.44
C001086,HON. CHIP CRAVAACK,2012,2012Q2,FRANKED MAIL,32346.94,26171.25
C001086,HON. CHIP CRAVAACK,2012,2012Q2,PERSONNEL COMPENSATION,377645.98,192399.57
C001086,HON. CHIP CRAVAACK,2012,2012Q2,TRAVEL,34834.18,20699.54
C001086,HON. CHIP CRAVAACK,2012,2012Q2,"RENT, COMMUNICATION, UTILITIES",41597.14,30965.03
C001086,HON. CHIP CRAVAACK,2012,2012Q2,PRINTING AND REPRODUCTION,7306.79,7106.39
C001086,HON. CHIP CRAVAACK,2012,2012Q2,OTHER SERVICES,12008.62,5820.26
C001086,HON. CHIP CRAVAACK,2012,2012Q2,SUPPLIES AND MATERIALS,7582.65,4424.45
C001086,HON. CHIP CRAVAACK,2012,2012Q2,EQUIPMENT,3058.31,1594.42
C001087,"HON. ERIC A. ""RICK"" CRAWFORD",2012,2012Q2,FRANKED MAIL,8185.23,7173.41
C001087,"HON. ERIC A. ""RICK"" CRAWFORD",2012,2012Q2,PERSONNEL COMPENSATION,465360.56,235402.78
C001087,"HON. ERIC A. ""RICK"" CRAWFORD",2012,2012Q2,TRAVEL,42950.66,23460.17
C001087,"HON. ERIC A. ""RICK"" CRAWFORD",2012,2012Q2,"RENT, COMMUNICATION, UTILITIES",40946.98,21929.08
C001087,"HON. ERIC A. ""RICK"" CRAWFORD",2012,2012Q2,PRINTING AND REPRODUCTION,4883.05,4143.6
C001087,"HON. ERIC A. ""RICK"" CRAWFORD",2012,2012Q2,OTHER SERVICES,22922.22,11835
C001087,"HON. ERIC A. ""RICK"" CRAWFORD",2012,2012Q2,SUPPLIES AND MATERIALS,5779.87,2944.75
C001087,"HON. ERIC A. ""RICK"" CRAWFORD",2012,2012Q2,EQUIPMENT,4733.25,1252.25
C001045,HON. ANDER CRENSHAW,2012,2012Q2,FRANKED MAIL,84443.16,82256.08
C001045,HON. ANDER CRENSHAW,2012,2012Q2,PERSONNEL COMPENSATION,420831.16,213699.99
C001045,HON. ANDER CRENSHAW,2012,2012Q2,TRAVEL,17477.49,12343.3
C001045,HON. ANDER CRENSHAW,2012,2012Q2,"RENT, COMMUNICATION, UTILITIES",33648.1,23519.65
C001045,HON. ANDER CRENSHAW,2012,2012Q2,PRINTING AND REPRODUCTION,37362.05,37223.35
C001045,HON. ANDER CRENSHAW,2012,2012Q2,OTHER SERVICES,24437,17991.5
C001045,HON. ANDER CRENSHAW,2012,2012Q2,SUPPLIES AND MATERIALS,4540.58,2153.34
C001045,HON. ANDER CRENSHAW,2012,2012Q2,EQUIPMENT,2352,1176
C001081,HON. MARK S. CRITZ,2012,2012Q2,FRANKED MAIL,54457.68,3558.18
C001081,HON. MARK S. CRITZ,2012,2012Q2,PERSONNEL COMPENSATION,412864.02,209375.03
C001081,HON. MARK S. CRITZ,2012,2012Q2,TRAVEL,17516.84,11875.97
C001081,HON. MARK S. CRITZ,2012,2012Q2,"RENT, COMMUNICATION, UTILITIES",53663.07,23004.78
C001081,HON. MARK S. CRITZ,2012,2012Q2,PRINTING AND REPRODUCTION,60152.18,750
C001081,HON. MARK S. CRITZ,2012,2012Q2,OTHER SERVICES,15315,6313.2
C001081,HON. MARK S. CRITZ,2012,2012Q2,SUPPLIES AND MATERIALS,3406.42,1568.02
C001081,HON. MARK S. CRITZ,2012,2012Q2,EQUIPMENT,243.05,0
C001038,HON. JOSEPH CROWLEY,2012,2012Q2,FRANKED MAIL,22482.23,11494.27
C001038,HON. JOSEPH CROWLEY,2012,2012Q2,PERSONNEL COMPENSATION,469019.03,236535.35
C001038,HON. JOSEPH CROWLEY,2012,2012Q2,TRAVEL,6434.86,4996.29
C001038,HON. JOSEPH CROWLEY,2012,2012Q2,"RENT, COMMUNICATION, UTILITIES",81582.43,48270.08
C001038,HON. JOSEPH CROWLEY,2012,2012Q2,PRINTING AND REPRODUCTION,26236.32,23444.69
C001038,HON. JOSEPH CROWLEY,2012,2012Q2,OTHER SERVICES,17862,9593.5
C001038,HON. JOSEPH CROWLEY,2012,2012Q2,SUPPLIES AND MATERIALS,5603.63,4987.73
C001038,HON. JOSEPH CROWLEY,2012,2012Q2,EQUIPMENT,3407.87,1095.33
C001063,HON. HENRY CUELLAR,2012,2012Q2,FRANKED MAIL,21231.93,4072.21
C001063,HON. HENRY CUELLAR,2012,2012Q2,PERSONNEL COMPENSATION,367192.5,187095.54
C001063,HON. HENRY CUELLAR,2012,2012Q2,TRAVEL,49734.01,27677.34
C001063,HON. HENRY CUELLAR,2012,2012Q2,"RENT, COMMUNICATION, UTILITIES",54280.94,31064.62
C001063,HON. HENRY CUELLAR,2012,2012Q2,PRINTING AND REPRODUCTION,3250.13,2869.13
C001063,HON. HENRY CUELLAR,2012,2012Q2,OTHER SERVICES,15496.13,9079.23
C001063,HON. HENRY CUELLAR,2012,2012Q2,SUPPLIES AND MATERIALS,11723.57,6776.42
C001063,HON. HENRY CUELLAR,2012,2012Q2,EQUIPMENT,2112.93,1542.93
C001048,HON. JOHN ABNEY CULBERSON,2012,2012Q2,FRANKED MAIL,583.58,344.91
C001048,HON. JOHN ABNEY CULBERSON,2012,2012Q2,PERSONNEL COMPENSATION,408060.08,204633.33
C001048,HON. JOHN ABNEY CULBERSON,2012,2012Q2,TRAVEL,25954.24,15424.51
C001048,HON. JOHN ABNEY CULBERSON,2012,2012Q2,"RENT, COMMUNICATION, UTILITIES",48775.79,24738.67
C001048,HON. JOHN ABNEY CULBERSON,2012,2012Q2,PRINTING AND REPRODUCTION,664.59,413.47
C001048,HON. JOHN ABNEY CULBERSON,2012,2012Q2,OTHER SERVICES,12103.5,7912.88
C001048,HON. JOHN ABNEY CULBERSON,2012,2012Q2,SUPPLIES AND MATERIALS,7890.46,2568.47
C001048,HON. JOHN ABNEY CULBERSON,2012,2012Q2,EQUIPMENT,1422.93,800.85
C000984,HON. ELIJAH E. CUMMINGS,2012,2012Q2,FRANKED MAIL,2857.89,2381.01
C000984,HON. ELIJAH E. CUMMINGS,2012,2012Q2,PERSONNEL COMPENSATION,505297.32,256241.32
C000984,HON. ELIJAH E. CUMMINGS,2012,2012Q2,TRAVEL,2138.76,1578.43
C000984,HON. ELIJAH E. CUMMINGS,2012,2012Q2,"RENT, COMMUNICATION, UTILITIES",65915.62,42191.5
C000984,HON. ELIJAH E. CUMMINGS,2012,2012Q2,PRINTING AND REPRODUCTION,6975.65,2846.75
C000984,HON. ELIJAH E. CUMMINGS,2012,2012Q2,OTHER SERVICES,20142.85,12549.94
C000984,HON. ELIJAH E. CUMMINGS,2012,2012Q2,SUPPLIES AND MATERIALS,11867.84,6268.08
C000984,HON. ELIJAH E. CUMMINGS,2012,2012Q2,EQUIPMENT,4357.5,2580
D000096,HON. DANNY K. DAVIS,2012,2012Q2,FRANKED MAIL,33.72,22.15
D000096,HON. DANNY K. DAVIS,2012,2012Q2,PERSONNEL COMPENSATION,592474.97,292748.51
D000096,HON. DANNY K. DAVIS,2012,2012Q2,TRAVEL,16818.73,12449.25
D000096,HON. DANNY K. DAVIS,2012,2012Q2,"RENT, COMMUNICATION, UTILITIES",38129.28,18069.09
D000096,HON. DANNY K. DAVIS,2012,2012Q2,PRINTING AND REPRODUCTION,1638.37,627.09
D000096,HON. DANNY K. DAVIS,2012,2012Q2,OTHER SERVICES,20942.13,10802.13
D000096,HON. DANNY K. DAVIS,2012,2012Q2,SUPPLIES AND MATERIALS,13015.01,7779.42
D000096,HON. DANNY K. DAVIS,2012,2012Q2,EQUIPMENT,4116.34,2541.32
D000603,HON. GEOFF DAVIS,2012,2012Q2,FRANKED MAIL,2184.52,1103.87
D000603,HON. GEOFF DAVIS,2012,2012Q2,PERSONNEL COMPENSATION,425677.57,214847.25
D000603,HON. GEOFF DAVIS,2012,2012Q2,TRAVEL,21371.31,15317.11
D000603,HON. GEOFF DAVIS,2012,2012Q2,"RENT, COMMUNICATION, UTILITIES",47747.77,27361.51
D000603,HON. GEOFF DAVIS,2012,2012Q2,PRINTING AND REPRODUCTION,445.05,264.75
D000603,HON. GEOFF DAVIS,2012,2012Q2,OTHER SERVICES,11155.18,7278.33
D000603,HON. GEOFF DAVIS,2012,2012Q2,SUPPLIES AND MATERIALS,3125.14,1959.98
D000603,HON. GEOFF DAVIS,2012,2012Q2,EQUIPMENT,898,574
D000598,HON. SUSAN A. DAVIS,2012,2012Q2,FRANKED MAIL,26998.18,12677.74
D000598,HON. SUSAN A. DAVIS,2012,2012Q2,PERSONNEL COMPENSATION,518014.29,261857.64
D000598,HON. SUSAN A. DAVIS,2012,2012Q2,TRAVEL,23169.15,10051.19
D000598,HON. SUSAN A. DAVIS,2012,2012Q2,"RENT, COMMUNICATION, UTILITIES",34398.5,17221.2
D000598,HON. SUSAN A. DAVIS,2012,2012Q2,PRINTING AND REPRODUCTION,41995.65,40872.35
D000598,HON. SUSAN A. DAVIS,2012,2012Q2,OTHER SERVICES,13815,7710
D000598,HON. SUSAN A. DAVIS,2012,2012Q2,SUPPLIES AND MATERIALS,25386.59,10677.4
D000598,HON. SUSAN A. DAVIS,2012,2012Q2,EQUIPMENT,618,309
D000191,HON. PETER A. DEFAZIO,2012,2012Q2,FRANKED MAIL,18523.05,17880.32
D000191,HON. PETER A. DEFAZIO,2012,2012Q2,PERSONNEL COMPENSATION,441366.23,219132
D000191,HON. PETER A. DEFAZIO,2012,2012Q2,TRAVEL,25397.67,16903.13
D000191,HON. PETER A. DEFAZIO,2012,2012Q2,"RENT, COMMUNICATION, UTILITIES",43387.27,21978.63
D000191,HON. PETER A. DEFAZIO,2012,2012Q2,PRINTING AND REPRODUCTION,336.8,319.15
D000191,HON. PETER A. DEFAZIO,2012,2012Q2,OTHER SERVICES,19204.96,8835.89
D000191,HON. PETER A. DEFAZIO,2012,2012Q2,SUPPLIES AND MATERIALS,3845.17,2418.98
D000191,HON. PETER A. DEFAZIO,2012,2012Q2,EQUIPMENT,1650.22,752.61
D000197,HON. DIANA DEGETTE,2012,2012Q2,FRANKED MAIL,2022.18,721.88
D000197,HON. DIANA DEGETTE,2012,2012Q2,PERSONNEL COMPENSATION,521108.47,262140.09
D000197,HON. DIANA DEGETTE,2012,2012Q2,TRAVEL,16416.74,7549.41
D000197,HON. DIANA DEGETTE,2012,2012Q2,"RENT, COMMUNICATION, UTILITIES",47456.61,26335
D000197,HON. DIANA DEGETTE,2012,2012Q2,PRINTING AND REPRODUCTION,878.81,520.89
D000197,HON. DIANA DEGETTE,2012,2012Q2,OTHER SERVICES,12817.4,6595.26
D000197,HON. DIANA DEGETTE,2012,2012Q2,SUPPLIES AND MATERIALS,9570.1,2624.03
D000197,HON. DIANA DEGETTE,2012,2012Q2,EQUIPMENT,2230.61,1070.66
D000216,HON. ROSA L. DELAURO,2012,2012Q2,FRANKED MAIL,938.81,663.74
D000216,HON. ROSA L. DELAURO,2012,2012Q2,PERSONNEL COMPENSATION,508148.21,257277.69
D000216,HON. ROSA L. DELAURO,2012,2012Q2,TRAVEL,12639.08,7529.27
D000216,HON. ROSA L. DELAURO,2012,2012Q2,"RENT, COMMUNICATION, UTILITIES",45965.51,27815.17
D000216,HON. ROSA L. DELAURO,2012,2012Q2,PRINTING AND REPRODUCTION,1220.6,975.1
D000216,HON. ROSA L. DELAURO,2012,2012Q2,OTHER SERVICES,18777,10463.5
D000216,HON. ROSA L. DELAURO,2012,2012Q2,SUPPLIES AND MATERIALS,8126.8,6102.51
D000216,HON. ROSA L. DELAURO,2012,2012Q2,EQUIPMENT,873.98,336.99
D000612,HON. JEFF DENHAM,2012,2012Q2,FRANKED MAIL,44087.92,12550.76
D000612,HON. JEFF DENHAM,2012,2012Q2,PERSONNEL COMPENSATION,440515.91,221307.12
D000612,HON. JEFF DENHAM,2012,2012Q2,TRAVEL,35201.56,22005.04
D000612,HON. JEFF DENHAM,2012,2012Q2,"RENT, COMMUNICATION, UTILITIES",45099.14,19685.25
D000612,HON. JEFF DENHAM,2012,2012Q2,PRINTING AND REPRODUCTION,27140.11,7947.92
D000612,HON. JEFF DENHAM,2012,2012Q2,OTHER SERVICES,18399.78,6173.5
D000612,HON. JEFF DENHAM,2012,2012Q2,SUPPLIES AND MATERIALS,11114.59,4671.11
D000612,HON. JEFF DENHAM,2012,2012Q2,EQUIPMENT,3007.2,2217.9
D000604,HON. CHARLES W. DENT,2012,2012Q2,FRANKED MAIL,5482.59,3545.41
D000604,HON. CHARLES W. DENT,2012,2012Q2,PERSONNEL COMPENSATION,453143.13,227150.26
D000604,HON. CHARLES W. DENT,2012,2012Q2,TRAVEL,13465.92,7479.02
D000604,HON. CHARLES W. DENT,2012,2012Q2,"RENT, COMMUNICATION, UTILITIES",41280.32,22112.8
D000604,HON. CHARLES W. DENT,2012,2012Q2,PRINTING AND REPRODUCTION,929.45,643.75
D000604,HON. CHARLES W. DENT,2012,2012Q2,OTHER SERVICES,14261.8,6748.3
D000604,HON. CHARLES W. DENT,2012,2012Q2,SUPPLIES AND MATERIALS,5210.13,2683.15
D000604,HON. CHARLES W. DENT,2012,2012Q2,EQUIPMENT,902.83,369
D000616,HON. SCOTT DESJARLAIS,2012,2012Q2,FRANKED MAIL,71667.65,50328.81
D000616,HON. SCOTT DESJARLAIS,2012,2012Q2,PERSONNEL COMPENSATION,325879.33,164176.49
D000616,HON. SCOTT DESJARLAIS,2012,2012Q2,TRAVEL,42635.95,26414.43
D000616,HON. SCOTT DESJARLAIS,2012,2012Q2,"RENT, COMMUNICATION, UTILITIES",45990.56,36332.6
D000616,HON. SCOTT DESJARLAIS,2012,2012Q2,PRINTING AND REPRODUCTION,44338.23,43282.55
D000616,HON. SCOTT DESJARLAIS,2012,2012Q2,OTHER SERVICES,10608.5,6499.5
D000616,HON. SCOTT DESJARLAIS,2012,2012Q2,SUPPLIES AND MATERIALS,3433.23,1975.98
D000616,HON. SCOTT DESJARLAIS,2012,2012Q2,EQUIPMENT,3711.06,1855.53
D000610,HON. THEODORE E. DEUTCH,2012,2012Q2,FRANKED MAIL,23503.5,22824.07
D000610,HON. THEODORE E. DEUTCH,2012,2012Q2,PERSONNEL COMPENSATION,522843.93,267424.98
D000610,HON. THEODORE E. DEUTCH,2012,2012Q2,TRAVEL,15834.92,8870.21
D000610,HON. THEODORE E. DEUTCH,2012,2012Q2,"RENT, COMMUNICATION, UTILITIES",32515.33,17924.11
D000610,HON. THEODORE E. DEUTCH,2012,2012Q2,PRINTING AND REPRODUCTION,631.07,276.37
D000610,HON. THEODORE E. DEUTCH,2012,2012Q2,OTHER SERVICES,11610.38,6255.38
D000610,HON. THEODORE E. DEUTCH,2012,2012Q2,SUPPLIES AND MATERIALS,10912.25,8517.78
D000610,HON. THEODORE E. DEUTCH,2012,2012Q2,EQUIPMENT,1103.64,551.82
D000600,HON. MARIO DIAZ-BALART,2012,2012Q2,FRANKED MAIL,20874.73,19642.37
D000600,HON. MARIO DIAZ-BALART,2012,2012Q2,PERSONNEL COMPENSATION,402001.42,201012.47
D000600,HON. MARIO DIAZ-BALART,2012,2012Q2,TRAVEL,21526.93,12150.09
D000600,HON. MARIO DIAZ-BALART,2012,2012Q2,"RENT, COMMUNICATION, UTILITIES",71384.5,38853.75
D000600,HON. MARIO DIAZ-BALART,2012,2012Q2,PRINTING AND REPRODUCTION,16744.88,16744.88
D000600,HON. MARIO DIAZ-BALART,2012,2012Q2,OTHER SERVICES,13736.62,7573.12
D000600,HON. MARIO DIAZ-BALART,2012,2012Q2,SUPPLIES AND MATERIALS,3478.23,2317.74
D000600,HON. MARIO DIAZ-BALART,2012,2012Q2,EQUIPMENT,1619.16,809.58
D000327,HON. NORMAN D. DICKS,2012,2012Q2,FRANKED MAIL,706.26,486.99
D000327,HON. NORMAN D. DICKS,2012,2012Q2,PERSONNEL COMPENSATION,485369.38,248417.79
D000327,HON. NORMAN D. DICKS,2012,2012Q2,TRAVEL,31463.47,21011.25
D000327,HON. NORMAN D. DICKS,2012,2012Q2,"RENT, COMMUNICATION, UTILITIES",44173.97,24938.21
D000327,HON. NORMAN D. DICKS,2012,2012Q2,PRINTING AND REPRODUCTION,1051.13,800.17
D000327,HON. NORMAN D. DICKS,2012,2012Q2,OTHER SERVICES,28596.14,15521.08
D000327,HON. NORMAN D. DICKS,2012,2012Q2,SUPPLIES AND MATERIALS,10693.22,5037.74
D000327,HON. NORMAN D. DICKS,2012,2012Q2,EQUIPMENT,1254,627
D000355,HON. JOHN D. DINGELL,2012,2012Q2,FRANKED MAIL,1208.9,788.39
